,通知人,标题,日期,详细链接,附件
473,教材中心,关于做好2023-2024学年第二学期教材选用及征订工作的通知,2023-11-23,https://jwch.fzu.edu.cn//info/1042/13144.htm,"[{'附件名': '【附件1：已出版马克思主义理论研究和建设工程重点教材目录（截至2023年09月，共计116种）.xlsx】', '下载次数': 1038, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13170310'}, {'附件名': '【附件2：全国大中专教学用书目录(2024春).xlsx】', '下载次数': 1072, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13170311'}]"
474,计划科,关于通识选修课《爱课程：美化嗓音 轻松讲课》开课的友情提示,2023-09-18,https://jwch.fzu.edu.cn//info/1038/13000.htm,[]
475,实践科,关于公布第十二届大学生软件设计与服务外包创新创业竞赛获奖名单的通知,2023-09-19,https://jwch.fzu.edu.cn//info/1039/13011.htm,[]
476,教学运行,关于2023-2024学年第一学期《习近平新时代中国特色社会主义思想概论》课程期末考试安排的通知,2023-11-07,https://jwch.fzu.edu.cn//info/1036/13101.htm,"[{'附件名': '【2301习概论随堂考.xlsx】', '下载次数': 1198, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13163586'}]"
477,教学运行,2023-2024-01学期2023级体育理论教室安排表,2023-09-20,https://jwch.fzu.edu.cn//info/1036/13014.htm,[]
478,计划科,关于2023-2024学年第一学期爱课程平台参加通识教育选修课学习的重要提示,2023-09-18,https://jwch.fzu.edu.cn//info/1038/13001.htm,[]
479,教学运行,关于2023-2024学年第一学期《高等数学A（上）》、《高等数学B（上）》、《高等数学C（上）》、《高等数学D》课程半期考试安排的通知,2023-11-08,https://jwch.fzu.edu.cn//info/1036/13108.htm,"[{'附件名': '【2301高数C(上）、D半期考12.10上午.xlsx】', '下载次数': 923, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13163772'}, {'附件名': '【2301高数A(上）、B（上）半期考12.10上午.xlsx】', '下载次数': 1069, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13163771'}]"
480,教研教改,福州大学关于公布2023级“数理金融实验班”学生名单的通知,2023-09-14,https://jwch.fzu.edu.cn//info/1037/12994.htm,[]
481,质量办,关于举办福州大学第四十六场“教学有道”研讨活动的通知,2023-09-14,https://jwch.fzu.edu.cn//info/1040/12997.htm,[]
482,实践科,关于2023年高校教学基本状态数据库教学相关数据报送的通知,2023-10-16,https://jwch.fzu.edu.cn//info/1039/13035.htm,"[{'附件名': '【2023年本科教学相关数据报送表格.zip】', '下载次数': 1014, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13145324'}]"
483,教学运行,关于2023年中秋节、国庆节放假课程调整的通知,2023-09-25,https://jwch.fzu.edu.cn//info/1036/13017.htm,[]
484,教学运行,关于做好2023-2024学年第二学期排课准备工作的通知,2023-09-20,https://jwch.fzu.edu.cn//info/1036/13013.htm,[]
485,教研教改,福州大学关于公布2023级 “嘉锡化学拔尖班”学生名单的通知,2023-09-14,https://jwch.fzu.edu.cn//info/1037/12996.htm,[]
486,教学运行,关于2023-2024学年第一学期重新学习选课、缴费的通知,2023-09-11,https://jwch.fzu.edu.cn//info/1036/12983.htm,[]
487,教研教改,福州大学关于公布2023级“数理综合班”学生名单的通知,2023-09-14,https://jwch.fzu.edu.cn//info/1037/12995.htm,[]
488,教学运行,关于2023-2024学年第一学期《概率与数理统计》课程半期考试安排的通知,2023-10-08,https://jwch.fzu.edu.cn//info/1036/13027.htm,"[{'附件名': '【10.21晚概率半期考.xlsx】', '下载次数': 1105, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13142824'}]"
489,教学运行,关于2023-2024学年第一学期《高等数学A（下）》课程半期考试安排的通知,2023-10-17,https://jwch.fzu.edu.cn//info/1036/13039.htm,"[{'附件名': '【2301高数A（下）半期考10.22晚.xlsx】', '下载次数': 1178, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13145543'}]"
490,质量办,关于期中党政领导集中听课的通知,2023-10-30,https://jwch.fzu.edu.cn//info/1040/13079.htm,"[{'附件名': '【附件1：福州大学课堂教学质量评估表.doc】', '下载次数': 791, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13157962'}, {'附件名': '【附件2：第10周课表.xlsx】', '下载次数': 909, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13157963'}]"
491,教材中心,关于组织申报福建省“十四五”普通高等教育本科规划教材建设项目的通知,2024-01-18,https://jwch.fzu.edu.cn//info/1042/13251.htm,"[{'附件名': '【福建省教育厅关于开展福建省“十四五”普通高等教育本科规划教材建设工作的通知.pdf】', '下载次数': 1111, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14575797'}, {'附件名': '【附件1.福建省普通高等教育“十四五”规划教材建设立项申报书.docx】', '下载次数': 1014, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14575798'}, {'附件名': '【附件2.福建省普通高等学校“十四五”规划教材建设项目申报汇总表.docx】', '下载次数': 819, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14575799'}, {'附件名': '【单位审核意见书（参考模板）.docx】', '下载次数': 954, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14575800'}]"
492,质量办,关于开展福州大学2023年教师教学创新大赛的通知,2023-10-08,https://jwch.fzu.edu.cn//info/1040/13028.htm,"[{'附件名': '【附件1-4.rar】', '下载次数': 925, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13142915'}]"
493,教学运行,关于2023-2024学年第一学期《大学物理A（下）》、《大学物理B（下）》课程半期考试安排的通知,2023-10-16,https://jwch.fzu.edu.cn//info/1036/13038.htm,"[{'附件名': '【10.29晚大物B（下）半期考.xlsx】', '下载次数': 968, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13145374'}, {'附件名': '【10.28晚大物A（下）半期考.xlsx】', '下载次数': 935, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13145373'}]"
494,实践科,关于举办第十四届全国大学生电子商务“三创赛”福州大学校赛的通知,2023-11-17,https://jwch.fzu.edu.cn//info/1039/13134.htm,"[{'附件名': '【附件1.团队高校指导老师承诺书.doc】', '下载次数': 953, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13168775'}, {'附件名': '【附件2.参赛团队承诺与说明书.doc】', '下载次数': 921, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13168776'}, {'附件名': '【附件3.校级赛计划书模板.docx】', '下载次数': 1156, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13168777'}, {'附件名': '【附件4.校级赛比赛报名表.xlsx】', '下载次数': 931, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13168778'}]"
495,实践科,关于公布第二十七、二十八期本科生科研训练计划项目结题成绩的通知,2023-09-15,https://jwch.fzu.edu.cn//info/1039/12998.htm,"[{'附件名': '【福州大学第二十七期本科生科研训练计划项目结题成绩汇总表.xls】', '下载次数': 2431, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13134048'}, {'附件名': '【福州大学第二十八期本科生科研训练计划项目结题成绩汇总表.xls】', '下载次数': 4347, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13134049'}]"
496,教学运行,关于做好2024届预计毕业生电子注册图像采集工作的通知,2023-10-16,https://jwch.fzu.edu.cn//info/1036/13034.htm,"[{'附件名': '【附件1：各学院分班拍照顺序.pdf】', '下载次数': 1663, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13145312'}, {'附件名': '【附件2：获得图像采集码途径.pdf】', '下载次数': 1604, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13145313'}]"
497,教学运行,关于做好2023年参军退役学生转专业的通知,2023-09-08,https://jwch.fzu.edu.cn//info/1036/12981.htm,"[{'附件名': '【福州大学本科生转专业管理实施办法（暂行）.docx】', '下载次数': 1247, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13053671'}, {'附件名': '【福州大学参军退伍复学后学生转专业审批表.doc】', '下载次数': 929, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13053672'}]"
498,实践科,关于公布省级以上大学生创新创业训练计划项目结题成绩的通知,2023-09-15,https://jwch.fzu.edu.cn//info/1039/12999.htm,"[{'附件名': '【福州大学2022年省级及以上大学生创新创业训练计划项目结题成绩汇总表.xls】', '下载次数': 2762, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13134050'}, {'附件名': '【福州大学2021年国家级、省级大学生创新创业训练计划项目结题成绩汇总表.xls】', '下载次数': 1597, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13134051'}]"
499,教研教改,福州大学关于开展第三批国家级一流本科课程申报推荐工作的通知,2023-12-06,https://jwch.fzu.edu.cn//info/1037/13166.htm,"[{'附件名': '【附件2：教育部关于一流本科课程建设的实施意见（教高〔2019〕8号）.doc】', '下载次数': 970, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13176112'}, {'附件名': '【附件1：教育部办公厅关于开展第三批国家级 一流本科课程认定工作的通知（教高厅函〔2023〕24 号）.pdf】', '下载次数': 828, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13176113'}, {'附件名': '【附件3：第三批国家级一流本科课程申报说明.pdf】', '下载次数': 2030, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13176114'}, {'附件名': '【附件4：社会实践课程申报书（第三批）.docx】', '下载次数': 762, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13176115'}, {'附件名': '【附件4：课程数据信息表（线上课程申报书附件）.docx】', '下载次数': 932, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13176116'}, {'附件名': '【附件4：线上课程申报书（第三批）.docx】', '下载次数': 1099, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13176117'}, {'附件名': '【附件4：线下课程申报书（第三批）.docx】', '下载次数': 890, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13176118'}, {'附件名': '【附件4：虚拟仿真实验教学课程申报书（第三批）.docx】', '下载次数': 1087, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13176119'}, {'附件名': '【附件4；线上线下混合式课程申报书（第三批）.docx】', '下载次数': 892, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13176120'}]"
